id,name,age,city,employment_type,monthly_income
5092bf00-975e-47a8-86b1-974e6d781661,Gaurav Pandya,53,Delhi,self_employed,35509.4
c29edc32-28e1-46c3-9872-0324828d15a3,Meghana Verma,40,Jaipur,business,189360.9
8a916265-c30c-4b92-a6ab-791138522159,Jack Solanki,30,Kolkata,self_employed,62350.86
6a7c165e-3823-4675-98b7-b4cc5e103bd3,Hardik Grewal,55,Jaipur,self_employed,14269.39
08ec9303-c6f1-4d27-be50-5aceb2af2ba2,Zaid Mukhopadhyay,59,Kolkata,business,97897.43
9ee1aa93-fc13-4bff-a083-c16b16bf9bcf,Dayita Keer,28,Kolkata,salaried,29955.22
f2032fb7-f405-427a-8ca6-c8e58b249438,Janaki Kumer,40,Chennai,business,39766.11
2e78f685-eea5-4456-a403-99813796fc47,Faras Batta,57,Delhi,salaried,49307.83
6e4381cd-0b8a-4ce4-a7f3-c65b09da292b,Aditya Kari,52,Delhi,salaried,60809.41
306f4fe1-21f3-4fec-8a18-84d13b81066c,Jairaj Buch,55,Bengaluru,business,169084.2
d147fb6f-a62a-40ef-9a9a-a178c1b7d439,Jagvi Sekhon,51,Jaipur,salaried,23870.32
037855df-6190-4b76-b030-708f54cfa05b,Ekantika Shenoy,54,Lucknow,salaried,31113.4
1f0fe24e-6cc2-4423-a404-74abbc0477dc,Amruta Bera,34,Jaipur,salaried,42857.32
28df5adf-ba72-4089-aa41-90451061a6fc,Charita Pingle,33,Hyderabad,self_employed,97040.3
c93e7299-c82e-412e-8552-c078af70ea95,Xavier Wali,62,Kolkata,salaried,28578.58
080661df-8c81-4d0f-8ce3-40ffb55bec12,Veda Gala,54,Ahmedabad,salaried,33096.09
8c985200-4ff8-4531-b797-5a13bc90bcdf,Rehaan Contractor,35,Delhi,salaried,20885.96
dca4c9a4-e023-4af2-b255-a7a011f99ecb,Rishi Chana,58,Jaipur,salaried,19968.21
e10e96fa-16e2-475d-aa2f-77c82c64d4a8,Janani Muni,35,Mumbai,salaried,54516.73
ee7a9580-bd41-456d-bdb6-a00a4fddb7d0,Suhani Chada,61,Mumbai,salaried,71547.73
f8ea40a0-086a-45c1-9314-26728625badb,Ranveer Oza,23,Kolkata,salaried,35031.22
c26aa05f-7d54-4150-8c9d-d2fc8c78d4c4,Mitali Mital,36,Hyderabad,salaried,59980.0
010a7e22-b914-4ea6-8361-ef86dbf3a196,Urmi Banik,34,Jaipur,self_employed,63142.24
6e24b727-4036-4dc6-8b66-ff9f6401e586,Irya Bobal,57,Lucknow,salaried,26303.05
d2d4fa52-3f4d-497c-b54d-4803949843e3,Ayushman Ratti,51,Pune,salaried,43507.9
aa5f3b73-f910-4666-a8c5-199b58ad58cb,Daniel Morar,27,Pune,salaried,78356.04
20002811-c4b5-416c-a145-a6ba8bb2f9b3,Forum Thakur,47,Ahmedabad,salaried,35670.77
97ccb8f8-60d5-40b0-9c0d-5168bb38e139,Elijah Krish,24,Delhi,business,298994.15
bd321288-bee8-458f-b537-fbd8d44fdbed,Yashoda Madan,42,Delhi,salaried,12000.0
ae6d53cd-fd43-47e7-90ce-b3bcbbeecfb1,Rachit Sarna,33,Jaipur,salaried,54772.92
2d69cc45-410c-4eb6-abe9-e36929b29eda,Anirudh Dani,48,Bengaluru,salaried,37930.98
254401c6-a48f-4cab-a3e1-dfc6d56ee143,Niharika Sachar,36,Delhi,salaried,31272.56
33d3c66f-fc8d-4418-b427-efee56779629,Naksh Mistry,56,Delhi,salaried,38020.49
98a6734f-e801-4e94-a95d-c72659d009a8,Ekavir Chatterjee,55,Mumbai,salaried,13443.02
23b74c3f-a3d0-4b59-99d9-7989fe90058f,Turvi Loke,36,Bengaluru,business,60011.73
01f00f00-44ff-4016-8b4f-137e1defaf30,Chaaya Saran,51,Chennai,salaried,43414.83
31da44fa-8350-4248-8db2-4208635065a8,Imaran Ahuja,24,Bengaluru,business,276538.31
1bebc944-fc0c-4f40-9901-952bac4e5f0e,Ronith Nair,45,Hyderabad,salaried,28025.35
51a3324e-8070-4f40-8213-0cc9ff83879f,Chanakya Ray,50,Hyderabad,business,35325.34
843cdc82-1a7b-4bb4-bccf-29724c8e5d85,Xavier Rai,56,Ahmedabad,salaried,28257.71
9e22558c-01c9-4dfd-8cb0-bbc2d977c0f2,Aarush Mane,39,Chennai,salaried,57394.35
1438782b-5578-4eb8-b4a9-64bd05044f14,Jeevika Pandit,58,Jaipur,business,98309.51
d682e8bf-01ec-44cd-b63d-1cb0cfb428b3,Amol Dada,41,Mumbai,salaried,27864.81
6694a4c9-b333-4848-accf-26b7aaa39b0b,Zansi Handa,51,Jaipur,salaried,46940.39
04e94de2-905e-45c8-8fbe-f6071f4c4fb7,Aryan De,54,Bengaluru,business,79807.26
9156158a-c731-4a60-b7ff-adf6a44f7699,Indira Deep,53,Delhi,salaried,58942.78
d4fed92c-b3bf-480c-912e-f389b3b96d96,Udarsh Sharaf,25,Lucknow,business,38876.77
35497447-8324-4045-803d-fdfedaa3d5bb,Agastya Chad,36,Pune,salaried,30827.7
81678e97-40a8-498a-b02c-1356c76e3614,Avi Swamy,57,Chennai,salaried,29850.17
22661daa-ff11-4093-b758-558e41085ad4,Saumya Shukla,23,Lucknow,self_employed,17597.98
7f4cd139-a9bf-4b43-9dd6-5b8529d2944b,Ishita Biswas,58,Lucknow,salaried,42110.83
f4803c13-d295-461b-ac77-6cdccc5d7ee8,Yashodhara Bhargava,37,Chennai,salaried,41378.95
9dd4d122-2247-499a-bac9-a1fa913d2e45,Guneet Ramakrishnan,41,Chennai,self_employed,49196.58
20987605-4453-4a67-a8ed-c1ce67b192e6,Ijaya Subramaniam,29,Hyderabad,salaried,32296.25
26b65158-e459-4b09-87d6-22fd952c87be,Harita Bali,25,Mumbai,salaried,17895.68
7d88d8c6-684d-4100-941b-7b5143a72edb,Frado Saha,57,Delhi,salaried,29427.28
1b20d965-e87d-4b7c-90de-31546b3c01ae,Amrita Raval,34,Jaipur,salaried,30596.56
a0a20b09-0e28-4a31-95b0-a80c3ccdabfc,Ekavir Chakrabarti,43,Delhi,salaried,24315.31
c1eaf1ec-b420-4fa7-befc-959d806d08ce,Reva Sengupta,44,Hyderabad,business,63249.52
be66d126-be05-40c3-b6e9-b8c77d8d26e2,Vivaan Pingle,55,Hyderabad,salaried,44445.79
3b62f78d-ad11-40f4-a6fd-3ac2dbca0c5d,Ishita Palla,62,Jaipur,self_employed,183566.11
6587c7a4-4bb6-4c43-acc4-392e9caae487,Ucchal Kurian,56,Hyderabad,salaried,39627.91
f32f27fa-c36a-4d3b-ae3e-bb7f1bb157af,Darpan Saran,27,Bengaluru,business,92207.37
e5625a3d-3391-4572-9055-37874e4fea3c,Vrishti Boase,27,Jaipur,salaried,34988.58
0461666b-2398-42e7-b1e0-47935a2d5ad0,Rushil Manne,39,Lucknow,salaried,13913.49
8b6b6588-4174-4eb0-b1e4-a6781e755e8e,Ria Dada,42,Chennai,salaried,35837.25
79060cca-e302-4e74-8732-5a0daa365154,Qasim Amble,37,Jaipur,self_employed,51131.76
e63dc221-d6e4-41ad-9241-9c38615a8e71,Atharv Kaul,24,Delhi,salaried,124445.24
cc35c4fe-5646-48ac-a984-b87860b93665,Chatura Goyal,38,Mumbai,self_employed,42845.13
e445c178-1fcb-4368-bf88-37a58108a01e,Omisha Chand,29,Hyderabad,salaried,42225.25
87bd5341-3a19-4680-9850-368a049237db,Atharv Salvi,49,Jaipur,salaried,35690.65
0c90ff37-a0cf-40f2-8e5a-1289b529d554,Ojas Gade,56,Mumbai,self_employed,21631.92
3d364109-701e-4502-9bc4-0764fb44f562,Damyanti Bir,30,Jaipur,salaried,64306.21
0c04c077-2686-43f9-9461-f3370a155075,Ranveer Gade,44,Lucknow,salaried,52889.84
157ed650-d5b0-415f-ae64-ec3cab00f7ef,Andrew Bir,48,Bengaluru,self_employed,85282.31
ccf16c4a-b85b-4f8e-be14-00dc6a8eb8ee,Bhavna Ramakrishnan,44,Mumbai,salaried,23047.35
06b46871-8f49-4ede-99f3-471d9c9ba3b9,Zashil Kaul,34,Chennai,business,258464.82
d29f38e2-5dae-477f-89e4-75bc899d1ffc,Saanvi Nagarajan,43,Jaipur,self_employed,18374.23
51925ac9-1732-4712-bcca-58c4fba4b743,Ladli Brahmbhatt,47,Lucknow,business,124016.68
1df651f1-2db3-4b22-b952-2dbe2aae4056,Vrinda Krish,36,Bengaluru,self_employed,227139.34
7ca633a1-1e17-49c3-825f-adf57140ac8f,Jagdish Dubey,32,Pune,business,29986.94
6db1f993-0eaa-4018-881e-49e98ddb0632,Ishanvi Sheth,42,Pune,salaried,27360.38
3752ba59-e373-415f-9058-f46e25605812,Bachittar Dass,36,Hyderabad,self_employed,52562.38
d2f80ce0-45a5-410f-b997-1b75072b3356,Patrick Salvi,27,Pune,salaried,28233.43
7459ba93-70a1-4f08-9936-f4863fb3fd0d,Ayush Sood,51,Chennai,business,18113.32
8235f406-1a7d-417e-a1dc-d153bd28a539,Zaitra Pandit,50,Kolkata,salaried,37582.04
955680a2-fbc1-4606-a844-50a9bbe002b7,Hemani Korpal,35,Chennai,salaried,21350.88
2b90762b-03d5-4612-9305-eb88060e2cf5,Bhavini Kothari,33,Pune,salaried,46018.38
92eac359-8a99-4490-ab56-734527bbe45f,Wridesh Dora,25,Hyderabad,salaried,22931.98
248bf3f6-00bc-428f-85eb-78c15d1e2042,Maya Muni,53,Pune,salaried,78823.56
9af31261-2035-48a5-84a9-b5ce0f680c8c,Harita Keer,55,Kolkata,self_employed,28331.31
01d9a851-bd9f-4a3a-b746-6ac9a2623545,Hemang Bakshi,28,Hyderabad,business,54728.76
e5e5be19-f885-4875-ac51-7383d8629b3a,Brijesh Chaudhry,37,Mumbai,salaried,54543.76
de3d1e19-5db4-43a3-99aa-182a7e7b55ea,Darsh Hayre,48,Kolkata,salaried,19625.16
039ac23c-2d00-4e3a-b009-9d49afddb35f,Laksh Chandra,41,Pune,self_employed,57481.7
cdb20509-fc8b-47ce-b355-0161bd400fdd,Viraj Ramakrishnan,53,Delhi,self_employed,122393.91
20dd2e0d-1568-43f8-b691-4cefd2ce5265,Abhimanyu Arya,57,Chennai,salaried,16256.67
8cf4848c-b322-4eba-8b49-1325929af64b,Yashawini Gupta,48,Mumbai,salaried,39827.66
a0f27ac3-b4d8-41ff-b948-7875dfb4cded,Thomas Batta,55,Chennai,salaried,41354.7
3e090a7f-d316-482d-9d3d-72c75e47cbbf,Harita Sura,25,Kolkata,salaried,53686.21
ccd39396-45b1-4abd-b12e-719a2f845c72,Lipika Jaggi,28,Hyderabad,self_employed,20622.43
67e01bd2-ba77-4b0b-aa2f-78c25d032dc3,Aishani Pandya,47,Kolkata,salaried,18765.43
742a7ec2-d409-4f28-9809-50915a2c1d83,Ekavir Balay,39,Jaipur,salaried,47144.41
bac0ef78-53ce-4ef5-88b8-554dc8cc656d,Lucky Peri,47,Pune,salaried,42129.03
a4eeeec7-b573-4c13-aca4-3e2ea49376c5,Shivani Ramaswamy,32,Lucknow,self_employed,58415.99
3d64d239-e6cf-47b3-8020-67df3af1e56b,Raksha Dyal,46,Jaipur,self_employed,62474.5
c93b4f03-5d71-496c-ba73-a5940301fba9,Yamini Ray,40,Hyderabad,self_employed,30454.31
a9a7eaec-d70f-4f30-a356-9e833802cacb,Anusha Bora,58,Lucknow,salaried,40787.33
de524f26-1697-48e5-b90d-21340e955bd6,Nimrat Borah,50,Ahmedabad,self_employed,60183.33
3d24495c-69e1-4c4b-b546-45fc9eeeb91d,Gautami Halder,34,Jaipur,salaried,25408.13
0bec4950-af19-42f7-b6f1-dfd8fa3c071f,Varsha Rajagopal,31,Delhi,salaried,92308.11
2900683a-4a9d-4c0a-8bd3-e09912169026,Shravya Bumb,61,Lucknow,salaried,46023.92
be73dfc0-69d3-4082-8c69-599fc3305eef,Eiravati Bahl,36,Hyderabad,salaried,20017.22
6715ea66-4136-409d-b336-af33ca2969bc,Gunbir Bahl,33,Bengaluru,salaried,50426.74
8d111d3c-9282-422a-ade0-0d0b65d42b06,Anamika Mittal,36,Ahmedabad,salaried,22307.07
34359aba-95ef-4720-a7ef-4271dd86d879,Karan Jani,25,Ahmedabad,self_employed,85046.99
451b4a20-249d-493a-a1a8-b45607d6d32c,Madhavi Kunda,61,Lucknow,salaried,64815.35
4ab5798f-60a4-42c6-a41e-a6d32924ef31,Dayamai Dhawan,45,Ahmedabad,salaried,24092.57
d004235c-667c-40ec-abde-46c70cb0f5d1,Qarin Khatri,30,Mumbai,salaried,58787.71
10d3cac4-304c-4092-ac29-bde05d77bb94,Dakshesh Bhavsar,27,Pune,business,106032.7
4a1e6fb8-96ad-4688-9ca8-8998c7ca882e,Gunbir Chadha,54,Ahmedabad,salaried,54777.24
853b81c6-b184-4c09-884a-34f13177f212,Nitara Bhasin,36,Delhi,salaried,93750.9
fd9db41c-d662-4596-b98f-f0e3e661afdf,Hredhaan Singhal,50,Jaipur,salaried,32122.31
ff93fcdf-03b5-4070-b511-9c0a4b4a8504,Charan Singh,59,Kolkata,business,37109.84
028f6beb-6e2a-4889-b2a5-551b68ddc5c8,Yahvi Balasubramanian,49,Lucknow,business,32841.13
31b19787-179f-4442-85b4-106eb98638b3,Balvan Garg,53,Pune,self_employed,27692.94
220dc994-9890-4561-9620-2661702c4fd5,Leela Nayak,56,Ahmedabad,self_employed,46445.22
17b0174d-01ba-4d4f-8041-0dddc0be31c3,Saksham Buch,51,Ahmedabad,business,99412.86
7e72bd01-77fc-4dde-a69c-6ace1c08c6e6,Liam Chakrabarti,36,Hyderabad,salaried,41703.71
b5e0a87f-5c39-461e-94d3-df3e859270e5,Unni Manda,54,Ahmedabad,self_employed,87468.0
2bda534c-a283-4b6b-b190-8e45272679ca,Omisha Batta,38,Ahmedabad,self_employed,49468.99
6b1815b4-b07a-42c9-ae7a-ac1782ef8900,Harini Lad,39,Chennai,salaried,75114.36
564f73ea-e93e-4a3f-8d23-f3d71456848d,Abha Bhakta,41,Jaipur,salaried,31814.31
74afd412-c33a-4072-b588-5104d341ed58,Aayush Kala,30,Chennai,salaried,141504.19
59244bdb-57a1-453d-9790-ea8f90cab386,Hiral Basu,30,Chennai,salaried,49653.97
308028b9-959d-4392-b7a1-e59d1522b026,Arjun Rajan,47,Kolkata,salaried,23657.16
7155d9dc-abcc-445b-8a41-3826b1a8ae85,Faqid Varughese,47,Mumbai,salaried,21259.39
5abe73b8-56bf-498a-b27b-6445bbdb5fe0,Jason Handa,47,Pune,salaried,46223.16
3e4ef196-2f5e-4956-a203-a5187ac96edb,Osha Sani,58,Mumbai,business,59807.33
690b0a6f-b54a-46f0-8ba0-59af3bae95bb,Ishwar Shah,57,Pune,business,139051.61
e633b57b-f735-4c2f-b42f-81565ba39d62,Balhaar Baria,43,Hyderabad,salaried,46010.22
47e1bf87-965e-4a49-b2d7-4b9f6e0894bf,Nathaniel Dalal,47,Jaipur,self_employed,46584.34
d5231425-791b-427a-96e0-f736045b55e6,Ranbir Khatri,55,Lucknow,self_employed,27098.79
3cceb684-24d2-4911-9901-79107565099e,Luke Krishna,52,Chennai,business,18706.71
9849c1a7-f648-4e0d-8adf-1700557ac8ec,Dev Dhar,52,Mumbai,salaried,29049.09
ff577434-9e6d-425e-9549-9719b319e96c,Sai Bhalla,46,Bengaluru,salaried,55725.85
f034e975-07ba-4b22-851b-73a763e1db93,Aditya Loke,29,Lucknow,self_employed,56946.39
321a31e9-dcf6-41fc-bc8b-f8f7937c2291,Samar Bhatti,46,Lucknow,salaried,19479.75
fe071972-a876-43e1-93e2-ec02450e79e1,Barkha Sastry,22,Delhi,self_employed,55338.64
818418f1-3809-4156-b844-5db23a9f9597,Azaan Shetty,29,Ahmedabad,self_employed,64197.67
d59729ce-5ecd-44f3-ae93-d50772fca49e,George Chand,37,Pune,salaried,23343.44
46f6b2e7-c201-4746-8083-3d7453b7de04,Sanaya Shah,50,Kolkata,salaried,39216.88
0dea599a-5d06-48b9-8396-dbd08690f5b4,Aryan Iyengar,45,Hyderabad,salaried,37387.97
def2e1bc-0356-4e8e-b14e-64fc6d5dfbbb,Hritik Shenoy,47,Hyderabad,self_employed,22024.72
950e00b9-0d51-44a5-9e27-3a64f2350f5c,Bhavani Chahal,51,Mumbai,self_employed,62972.36
7c065d40-5a7c-4d97-b17e-6cb9ee888449,Isaac Dugar,24,Kolkata,self_employed,72587.58
7bd5c50c-a34b-484f-957b-ba2851f6426d,Dominic Das,25,Mumbai,salaried,62412.8
f45a6ef5-81e7-499d-80e6-939e81f8caba,Jatin Basak,36,Chennai,self_employed,102504.44
a309283a-51d5-485b-ae8c-291d6218a641,Radhika Aggarwal,60,Bengaluru,self_employed,18687.9
6f90a16c-a42b-4c50-938e-94a4d052de9a,Reva Mittal,51,Delhi,salaried,22721.97
54eeffc0-9400-47ae-9bb1-f9dd594882cf,Elijah Devan,34,Ahmedabad,self_employed,70299.83
f02f54a1-1c01-41f3-aff7-6cdcd74a6009,Pooja Gandhi,44,Bengaluru,self_employed,70238.38
5cb02d36-dc92-44f8-b3ec-01a51efdeb7e,Wishi Mitra,28,Bengaluru,self_employed,70300.44
8a8ef274-f193-462c-b446-46bbafe7e1b9,Anmol Kumar,27,Lucknow,business,600000.0
74706d0b-ab8d-4ff7-98ca-cc3965cd1163,Rohan Rama,40,Lucknow,salaried,48312.48
97f9e6ff-3831-4503-893f-0f27b3477c04,Janani Sachdev,45,Pune,self_employed,108542.38
cf7f5e0e-445a-4ecf-a1ef-afcfec9e3412,Kabir Sarma,33,Delhi,business,172577.48
16f48b11-157c-4a8b-a9d5-6b59844027d6,Arunima Dubey,61,Chennai,self_employed,77340.57
fe0d482a-a043-4a4a-9a4a-2db9e929c283,Harshil Yogi,40,Lucknow,salaried,31019.32
2b03154f-111d-4b1d-80da-202213198f1c,Rajeshri Dhar,57,Mumbai,self_employed,83389.56
a191f71b-ca00-477e-a6dd-6c4da9fe09e0,Chakradhar Rana,48,Kolkata,salaried,24676.02
41c6474b-df67-4050-8815-7140cdde30dd,Amara Solanki,62,Kolkata,salaried,32260.24
2d428907-dc45-4c1c-a765-749feec7be13,Anay Basak,47,Ahmedabad,salaried,28490.28
e292a7ed-7e3a-4127-9d9d-3242c012ed93,Aadi Mane,44,Ahmedabad,salaried,37833.0
4f614abc-0661-4774-bd59-7e0984eeb94c,Yashasvi Sidhu,48,Bengaluru,self_employed,247771.19
e19de351-f296-47f4-bb9c-7fc341de74c4,Anvi Gour,62,Hyderabad,self_employed,13265.4
a0a5c966-e6fe-4ec6-8b0d-3d0d5f6e8540,Rachit Narang,55,Ahmedabad,self_employed,79251.54
c37ebd5e-5c63-476f-a816-33f4ce66c2d1,Dakshesh Bhattacharyya,58,Hyderabad,salaried,16214.19
6008b6cd-41c0-4c58-8745-5bb26c4cd0d4,Vrinda Nazareth,36,Delhi,salaried,28682.26
b1ee0301-962b-4a62-8dc5-4654dbb40c77,Adya Mann,49,Chennai,salaried,62597.17
740355a5-2820-4193-9e2a-4730b5ff00b0,Aishani Dayal,57,Lucknow,self_employed,51276.92
ef01938b-6838-4943-9b20-5080677af02a,Harita Sama,42,Mumbai,self_employed,23053.63
0621abb0-cc13-484c-aa34-4d7038753b7f,Amara Kunda,41,Bengaluru,salaried,25396.03
4ce99670-65e0-4f4c-a840-8e0f54388dd2,Veda Merchant,43,Hyderabad,salaried,51011.12
05c290ef-9510-4622-aa28-24d8f22db346,Abdul Parekh,59,Hyderabad,salaried,25205.48
cf8dae81-eeda-4df7-b528-1f6bb883e80e,Damini Walla,54,Chennai,self_employed,57040.74
e8ffc68a-476c-4d64-a3be-ac97fe5a07f7,Lipika Devi,47,Ahmedabad,salaried,37152.48
024105c5-c5ac-40e0-a815-9aaaa96b3f79,Maya Goel,36,Ahmedabad,self_employed,31066.33
e23f22df-357a-4e0b-8efb-a8367956f740,Tanay Joshi,52,Ahmedabad,self_employed,219863.21
9f1c01f4-fb6f-41f6-a030-d8e80bdb09e9,Oviya Mani,26,Hyderabad,self_employed,76400.41
fb0a454a-44c5-493d-9814-138ff52f13ee,Michael Prabhu,36,Hyderabad,salaried,13192.83
1b913ee4-c7d9-4fb0-af6e-dc0fbf6c3236,Turvi Raja,44,Ahmedabad,self_employed,55855.21
e33a3c5f-213d-47cb-ba47-13118c73be73,Radha Wable,43,Pune,self_employed,30845.6
74c33cbd-4a1c-4e32-967a-6ec580df466c,Keya Chowdhury,56,Kolkata,business,157501.46
2270ae48-2592-43ff-a22f-51b6b7c58236,Xiti Kar,50,Hyderabad,salaried,24434.21
ee81512b-a562-4557-8b02-be92d4718f29,Priya Mitter,35,Delhi,salaried,34290.78
96a25acb-d66b-4384-9dcb-e866cb5c35ae,Bina Dar,41,Delhi,self_employed,69807.11
eded64c0-cce4-4212-998c-e6dbcb18bac1,Yashasvi Lad,32,Chennai,self_employed,89861.84
88cc7a36-986c-453e-b07a-6df498676eca,Eiravati Savant,51,Hyderabad,salaried,19927.42
468d5a87-2c42-4390-9596-7d4e183e2a5c,Vedika Mukherjee,54,Lucknow,self_employed,38787.34
ce2bc61b-f67e-4b3a-aff8-8dcda31c96b7,Nilima Morar,27,Chennai,salaried,28639.08
672c6c4c-ff62-4bcf-926d-86ad9d0b1c23,Ikbal Bumb,44,Bengaluru,salaried,26195.3
cc6cd664-02cf-4f1b-aed3-c65e15418d6b,Pallavi Kaur,55,Bengaluru,salaried,87792.13
abeda23e-ef27-4c42-9b8e-c2e01342b6dc,Yadavi Shukla,24,Jaipur,salaried,44466.48
4f605ba3-b842-4da1-bce3-ba6e7096fed7,Urvashi Babu,29,Ahmedabad,salaried,19332.79
a6551247-29b8-4482-b881-063e727c8b72,Ekalinga Gokhale,21,Lucknow,salaried,57464.98
61ea4e7f-7e03-4156-88d2-6d5a175e21e6,Finn Ramaswamy,51,Ahmedabad,salaried,104933.08
7df37656-fae2-4a4d-acb9-81370b96850c,Baljiwan Sheth,24,Hyderabad,salaried,60853.99
3a425041-48d0-4f7d-9990-02da604be9b7,Gabriel Rama,51,Delhi,business,18630.72
48aa518a-a5da-4a16-9f17-a124913ff676,Charan Lal,46,Ahmedabad,self_employed,34927.72
6020bc41-0357-4807-b24b-90fd9bd5cf25,Saksham Chana,61,Mumbai,salaried,68422.4
8c0fa331-733a-4c7e-92f2-881d5dae20bc,Dev Barman,57,Hyderabad,salaried,25493.16
a4a8a51b-661a-4e98-aedf-a5647418bfef,Keya Aggarwal,36,Delhi,salaried,45338.4
b658639a-21a2-4cc5-bb45-e023c55ed2a5,Veer Balay,47,Lucknow,self_employed,84308.99
59bc5fad-4693-49f0-b2ff-e1bc016bf2e4,Janani Badami,60,Chennai,self_employed,25620.51
a3cd043e-4987-44d9-be3a-2df21270b612,Sneha Brahmbhatt,45,Ahmedabad,self_employed,47020.18
72bc9630-132e-432c-92e6-77b1ab6f0347,Varsha Raghavan,40,Lucknow,business,12000.0
